rv.AEX,rv.AORD,rv.BFX,rv.BSESN,rv.BVLG,rv.BVSP,rv.DJI,rv.FCHI,rv.FTMIB,rv.FTSE,rv.GDAXI,rv.GSPTSE,rv.HSI,rv.IBEX,rv.IXIC,rv.KS11,rv.KSE,rv.MXX,rv.N225,rv.NSEI,rv.OMXC20,rv.OMXHPI,rv.OMXSPI,rv.OSEAX,rv.RUT,rv.SMSI,rv.SPX,rv.SSEC,rv.SSMI,rv.STI,rv.STOXX50E,V1,V2,V3,
2.53E-05,1.99E-05,4.19E-05,2.29E-05,1.61E-05,3.23E-05,8.20E-06,3.44E-05,2.84E-05,5.26E-05,4.66E-05,5.22E-06,2.57E-05,1.82E-05,1.59E-05,3.74E-05,7.62E-05,1.85E-05,2.19E-05,2.21E-05,6.24E-05,2.70E-05,2.46E-05,4.31E-05,8.93E-06,3.24E-05,6.92E-06,7.15E-05,2.70E-05,1.65E-05,3.67E-05,3.42E-10,1.32E-09,5.11E-09,
8.17E-06,2.23E-05,1.65E-05,2.30E-05,1.61E-05,2.78E-05,8.01E-06,1.28E-05,1.24E-05,3.39E-05,1.47E-05,3.86E-06,4.05E-05,9.57E-06,1.24E-05,4.61E-05,6.99E-05,2.54E-05,1.03E-05,0,5.83E-05,1.68E-05,1.20E-05,1.84E-05,2.04E-05,1.36E-05,9.92E-06,3.99E-05,1.57E-05,2.16E-05,2.04E-05,6.45E-10,1.01E-09,1.59E-09,
1.31E-05,2.43E-05,2.11E-05,3.62E-05,1.53E-05,5.85E-05,6.08E-06,9.10E-06,2.27E-05,2.02E-05,1.38E-05,6.58E-06,3.69E-05,7.17E-06,5.82E-06,4.20E-05,0.000372707,5.47E-05,3.34E-05,3.73E-05,3.67E-05,1.33E-05,1.42E-05,2.25E-05,1.15E-05,1.91E-05,5.01E-06,1.91E-05,1.99E-05,2.97E-05,1.08E-05,2.99E-09,1.04E-09,3.65E-10,
1.54E-05,1.15E-05,1.94E-05,1.62E-05,1.29E-05,3.71E-05,6.95E-06,1.81E-05,1.15E-05,2.27E-05,2.58E-05,4.59E-06,2.20E-05,1.26E-05,3.76E-06,5.33E-05,8.72E-05,1.59E-05,1.37E-05,1.80E-05,2.99E-05,1.76E-05,2.90E-05,1.38E-05,9.57E-06,1.35E-05,4.28E-06,3.01E-05,1.57E-05,1.70E-05,1.80E-05,2.53E-10,4.79E-10,9.06E-10,
9.05E-06,1.27E-05,2.10E-05,1.89E-05,2.03E-05,2.83E-05,6.95E-06,8.27E-06,1.82E-05,3.90E-05,8.59E-06,1.51E-06,1.82E-05,3.54E-06,3.76E-06,2.77E-05,5.51E-05,1.73E-05,2.60E-05,1.57E-05,1.34E-05,1.25E-05,1.06E-05,1.30E-05,9.57E-06,1.04E-05,4.28E-06,1.99E-05,9.32E-06,1.40E-05,8.42E-06,2.99E-10,3.44E-10,3.96E-10,
2.09E-05,1.66E-05,2.85E-05,3.01E-05,8.87E-06,4.72E-05,4.68E-06,2.28E-05,2.06E-05,3.79E-05,2.05E-05,7.99E-06,6.79E-05,3.49E-05,5.07E-06,5.23E-05,2.09E-05,1.71E-05,2.09E-05,2.83E-05,2.82E-05,1.12E-05,1.98E-05,2.77E-05,9.57E-06,1.79E-05,4.38E-06,3.71E-05,1.49E-05,7.45E-06,1.81E-05,2.92E-10,6.34E-10,1.38E-09,
8.17E-05,1.20E-05,6.19E-05,4.07E-05,8.87E-06,2.46E-05,3.33E-05,6.98E-05,7.46E-05,4.95E-05,6.91E-05,1.09E-05,2.73E-05,0.000250595,6.16E-05,2.18E-05,7.05E-05,2.10E-05,2.18E-05,3.53E-05,2.82E-05,4.42E-05,5.06E-05,3.79E-05,4.17E-05,4.98E-05,4.15E-05,2.06E-05,3.78E-05,1.55E-05,7.05E-05,4.41E-10,4.33E-10,4.24E-10,
0.000100851,9.82E-05,8.68E-05,2.50E-05,3.41E-05,4.45E-05,4.12E-05,9.52E-05,0.000107831,8.21E-05,7.44E-05,1.49E-05,0.000103434,4.27E-05,5.40E-05,3.41E-05,0.000108662,2.78E-05,2.16E-05,2.83E-05,5.79E-05,6.07E-05,6.94E-05,5.85E-05,2.56E-05,7.65E-05,2.30E-05,2.00E-05,6.17E-05,2.10E-05,9.30E-05,7.73E-10,5.56E-10,4.00E-10,
5.47E-05,0.000111094,4.62E-05,3.51E-05,2.18E-05,1.61E-05,1.14E-05,5.22E-05,4.29E-05,3.97E-05,4.44E-05,9.19E-06,3.30E-05,7.50E-05,1.27E-05,3.76E-05,6.42E-05,2.00E-05,3.54E-05,3.41E-05,4.87E-05,3.12E-05,3.37E-05,5.52E-05,1.06E-05,4.27E-05,1.06E-05,1.54E-05,3.15E-05,1.97E-05,4.63E-05,4.00E-10,3.08E-10,2.37E-10,
3.58E-05,6.37E-05,3.88E-05,6.39E-05,1.77E-05,1.32E-05,2.13E-05,3.52E-05,3.07E-05,4.64E-05,3.83E-05,1.15E-05,1.65E-05,2.84E-05,1.96E-05,3.18E-05,0.000184555,2.03E-05,2.62E-05,5.54E-05,2.55E-05,1.58E-05,2.75E-05,2.15E-05,1.40E-05,3.39E-05,9.17E-06,2.11E-05,2.69E-05,1.13E-05,3.53E-05,4.12E-10,4.28E-10,4.45E-10,
2.20E-05,1.01E-05,2.71E-05,3.16E-05,1.76E-05,1.18E-05,1.25E-05,2.37E-05,4.93E-05,3.14E-05,3.82E-05,8.02E-06,3.06E-05,9.06E-05,6.02E-06,3.31E-05,4.17E-05,2.34E-05,7.29E-06,2.62E-05,3.23E-05,1.58E-05,2.43E-05,2.92E-05,1.63E-05,4.81E-05,9.33E-06,1.31E-05,2.79E-05,1.90E-05,2.95E-05,5.48E-10,3.07E-10,1.72E-10,
1.54E-05,2.18E-05,2.01E-05,3.98E-05,1.14E-05,1.70E-05,7.09E-06,1.55E-05,3.26E-05,1.58E-05,1.00E-05,7.03E-06,2.75E-05,9.80E-06,8.58E-06,3.62E-05,0.000105615,4.25E-05,2.17E-05,3.84E-05,6.29E-05,2.18E-05,1.44E-05,1.93E-05,7.65E-06,2.16E-05,6.57E-06,1.93E-05,1.40E-05,1.15E-05,1.43E-05,1.81E-09,8.20E-10,3.72E-10,
6.05E-05,1.42E-05,5.49E-05,2.35E-05,3.08E-05,2.50E-05,2.25E-05,6.67E-05,6.14E-05,6.48E-05,7.86E-05,9.02E-06,1.26E-05,5.01E-05,2.04E-05,3.06E-05,7.92E-05,5.07E-05,1.05E-05,2.04E-05,7.32E-05,4.12E-05,5.38E-05,3.47E-05,1.08E-05,5.26E-05,9.44E-06,9.47E-06,3.91E-05,2.10E-05,7.28E-05,2.57E-09,4.80E-10,8.97E-11,
2.80E-05,1.99E-05,3.49E-05,2.84E-05,1.53E-05,1.93E-05,9.92E-06,2.92E-05,1.80E-05,4.31E-05,5.18E-05,6.89E-06,1.66E-05,6.05E-05,1.07E-05,3.49E-05,6.30E-05,3.15E-05,6.97E-06,2.48E-05,4.39E-05,1.81E-05,3.60E-05,2.31E-05,7.60E-06,3.16E-05,4.25E-06,1.46E-05,2.59E-05,2.15E-05,3.62E-05,9.92E-10,4.60E-10,2.13E-10,
8.05E-05,1.73E-05,8.66E-05,1.39E-05,2.26E-05,2.13E-05,8.45E-05,7.25E-05,6.36E-05,7.41E-05,8.69E-05,1.78E-05,2.16E-05,7.45E-05,0.0001047,2.88E-05,7.71E-05,3.15E-05,1.01E-05,1.41E-05,5.83E-05,4.24E-05,5.19E-05,4.52E-05,6.00E-05,5.20E-05,5.17E-05,1.04E-05,4.26E-05,1.96E-05,8.51E-05,9.92E-10,3.28E-10,1.08E-10,
8.02E-05,2.51E-05,8.45E-05,2.04E-05,3.63E-05,5.62E-05,4.50E-05,0.000105491,8.60E-05,0.000325135,7.34E-05,7.39E-06,2.24E-05,3.67E-05,4.70E-05,2.55E-05,3.22E-05,6.13E-05,2.50E-05,1.43E-05,5.26E-05,5.60E-05,5.70E-05,5.88E-05,3.99E-05,8.44E-05,2.46E-05,2.31E-05,4.43E-05,2.38E-05,0.000157187,3.76E-09,1.42E-09,5.34E-10,
1.76E-05,2.90E-05,2.11E-05,2.01E-05,1.09E-05,1.43E-05,1.92E-05,1.82E-05,1.99E-05,7.58E-05,1.46E-05,6.52E-06,2.92E-05,3.33E-05,7.34E-06,2.12E-05,3.87E-05,3.99E-05,1.40E-05,2.03E-05,4.62E-05,1.98E-05,1.70E-05,1.88E-05,1.04E-05,1.84E-05,7.02E-06,2.20E-05,4.43E-05,1.33E-05,3.25E-05,1.59E-09,8.78E-10,4.84E-10,
1.98E-05,1.30E-05,3.31E-05,1.28E-05,1.80E-05,2.73E-05,8.62E-06,1.90E-05,2.63E-05,3.13E-05,3.11E-05,6.26E-06,2.91E-05,7.63E-06,5.99E-06,4.48E-05,0.000218693,2.40E-05,8.99E-06,1.30E-05,2.20E-05,1.51E-05,1.85E-05,1.40E-05,5.43E-06,2.38E-05,1.83E-06,4.84E-05,1.91E-05,1.59E-05,2.63E-05,5.76E-10,1.16E-09,2.34E-09,
1.45E-05,1.94E-05,2.15E-05,1.84E-05,1.98E-05,2.59E-05,8.11E-06,1.26E-05,1.48E-05,1.60E-05,2.38E-05,5.30E-06,2.32E-05,1.10E-05,7.62E-06,5.53E-05,0.00015706,3.69E-05,7.38E-06,1.93E-05,4.08E-05,2.05E-05,1.32E-05,1.35E-05,7.98E-06,1.84E-05,1.90E-06,2.67E-05,2.28E-05,1.86E-05,1.74E-05,1.36E-09,9.85E-10,7.13E-10,
2.07E-05,1.36E-05,1.49E-05,1.92E-05,1.64E-05,2.85E-05,8.85E-06,1.54E-05,1.74E-05,2.93E-05,3.69E-05,6.00E-06,1.64E-05,1.81E-05,6.07E-06,2.42E-05,0.000204163,3.45E-05,1.30E-05,1.50E-05,3.78E-05,1.98E-05,2.75E-05,1.62E-05,3.81E-06,1.66E-05,6.10E-06,1.82E-05,2.39E-05,1.54E-05,1.89E-05,1.19E-09,6.28E-10,3.31E-10,
3.23E-05,1.40E-05,3.14E-05,1.49E-05,1.69E-05,3.56E-05,2.44E-05,5.64E-05,1.68E-05,3.53E-05,4.41E-05,1.35E-05,2.96E-05,1.89E-05,8.89E-06,3.44E-05,8.12E-05,2.58E-05,2.42E-05,1.41E-05,3.38E-05,3.01E-05,1.84E-05,2.19E-05,4.02E-06,2.96E-05,3.22E-06,2.76E-05,2.25E-05,1.25E-05,5.50E-05,6.66E-10,7.12E-10,7.62E-10,
1.00E-05,1.14E-05,9.88E-06,2.28E-05,1.69E-05,8.74E-06,7.84E-06,1.26E-05,9.54E-06,1.49E-05,1.19E-05,6.57E-06,1.77E-05,3.94E-06,2.98E-06,2.25E-05,8.04E-05,1.97E-05,8.66E-06,2.51E-05,2.99E-05,2.03E-05,2.48E-05,2.31E-05,1.08E-05,1.16E-05,1.04E-06,4.62E-05,1.10E-05,1.41E-05,9.92E-06,3.88E-10,9.10E-10,2.13E-09,
4.25E-06,8.49E-06,7.33E-06,1.14E-05,9.25E-06,8.74E-06,3.65E-06,4.47E-06,9.54E-06,5.56E-06,1.19E-05,5.22E-06,8.61E-06,1.13E-05,3.22E-06,2.68E-05,0.000169858,9.02E-06,4.11E-06,1.05E-05,2.99E-05,2.03E-05,2.48E-05,2.31E-05,3.15E-06,8.72E-06,1.22E-06,1.65E-05,1.10E-05,9.77E-06,1.35E-06,8.14E-11,1.49E-10,2.72E-10,
4.25E-06,8.49E-06,7.33E-06,1.14E-05,9.25E-06,8.74E-06,3.65E-06,4.47E-06,9.54E-06,5.56E-06,1.19E-05,5.22E-06,8.61E-06,1.13E-05,3.22E-06,2.68E-05,0.000169858,9.02E-06,2.06E-06,1.05E-05,2.99E-05,2.03E-05,2.48E-05,2.31E-05,3.15E-06,8.72E-06,1.22E-06,2.22E-05,1.10E-05,9.77E-06,1.35E-06,8.14E-11,2.00E-10,4.93E-10,
4.25E-06,8.49E-06,7.33E-06,1.45E-05,9.25E-06,9.09E-06,3.73E-06,4.47E-06,9.54E-06,5.56E-06,1.19E-05,5.22E-06,8.61E-06,1.13E-05,5.17E-06,2.49E-05,5.01E-05,2.21E-05,9.35E-06,1.29E-05,2.99E-05,2.03E-05,2.48E-05,2.31E-05,2.91E-06,8.72E-06,5.72E-06,2.49E-05,1.10E-05,9.98E-06,1.35E-06,4.88E-10,5.50E-10,6.20E-10,
4.25E-06,1.15E-05,2.14E-05,2.11E-05,2.64E-05,3.83E-05,6.31E-06,2.27E-05,1.28E-05,1.85E-05,1.34E-05,9.24E-06,2.58E-05,7.12E-06,1.88E-05,5.65E-05,4.14E-05,2.27E-05,5.94E-06,2.10E-05,2.82E-05,1.84E-05,1.14E-05,3.12E-05,1.42E-05,2.04E-05,6.31E-06,4.18E-05,1.52E-05,9.90E-06,1.93E-05,5.15E-10,9.49E-10,1.75E-09,
2.25E-05,2.00E-05,1.49E-05,1.82E-05,9.97E-06,2.88E-05,2.13E-05,2.29E-05,2.12E-05,3.02E-05,1.47E-05,1.77E-05,3.50E-05,1.87E-05,4.58E-05,2.72E-05,5.58E-05,4.05E-05,4.23E-05,0,3.00E-05,1.10E-05,1.94E-05,7.52E-06,2.22E-05,2.04E-05,2.05E-05,6.47E-05,2.27E-05,1.45E-05,1.61E-05,1.64E-09,2.62E-09,4.19E-09,
1.52E-05,5.28E-05,4.01E-06,2.56E-05,8.96E-06,2.88E-05,1.05E-05,1.63E-05,2.12E-05,5.11E-05,1.47E-05,6.93E-06,1.07E-05,8.53E-06,1.64E-05,2.72E-05,5.41E-05,1.28E-05,4.23E-05,1.85E-05,3.00E-05,1.10E-05,1.94E-05,7.52E-06,1.49E-05,1.44E-05,1.35E-05,2.67E-05,2.27E-05,6.89E-05,4.60E-06,1.64E-10,3.42E-10,7.13E-10,
1.52E-05,5.28E-05,4.01E-06,1.40E-05,8.96E-06,2.88E-05,1.05E-05,1.63E-05,2.12E-05,5.11E-05,1.47E-05,6.93E-06,1.07E-05,8.53E-06,1.64E-05,2.72E-05,6.17E-05,1.28E-05,4.23E-05,1.12E-05,3.00E-05,1.10E-05,1.94E-05,7.52E-06,1.49E-05,1.44E-05,1.35E-05,2.67E-05,2.27E-05,6.89E-05,4.60E-06,1.64E-10,3.42E-10,7.13E-10,
1.79E-05,2.19E-05,4.01E-06,1.44E-05,1.65E-05,3.17E-05,1.58E-05,2.40E-05,9.63E-06,5.87E-05,3.16E-05,1.11E-05,3.34E-05,3.15E-05,2.27E-05,7.97E-05,6.26E-05,7.88E-05,4.23E-05,1.02E-05,2.18E-05,3.36E-05,4.30E-05,6.56E-05,3.26E-05,3.33E-05,1.75E-05,4.47E-05,2.27E-05,2.28E-05,3.13E-05,6.21E-09,3.52E-09,2.00E-09,
3.65E-05,0.000116196,3.26E-05,1.93E-05,2.88E-05,5.68E-05,4.66E-05,6.43E-05,2.77E-05,5.14E-05,4.94E-05,1.36E-05,4.35E-05,1.88E-05,4.43E-05,7.49E-05,0.000133112,8.61E-05,4.23E-05,2.05E-05,4.90E-05,2.69E-05,3.16E-05,2.31E-05,2.41E-05,3.12E-05,1.95E-05,2.38E-05,2.27E-05,3.44E-05,6.70E-05,7.41E-09,2.05E-09,5.66E-10,
3.65E-05,3.81E-05,4.35E-05,5.71E-05,2.61E-05,7.98E-05,1.02E-05,3.82E-05,2.56E-05,4.76E-05,5.88E-05,8.32E-06,4.18E-05,6.22E-05,2.54E-05,4.10E-05,0.000245772,3.09E-05,1.97E-05,3.97E-05,6.01E-05,2.69E-05,3.16E-05,2.92E-05,1.29E-05,4.18E-05,3.58E-05,6.43E-05,3.60E-05,2.17E-05,7.75E-05,9.55E-10,1.99E-09,4.13E-09,
2.98E-05,4.02E-05,5.27E-05,4.59E-05,2.04E-05,2.51E-05,1.26E-05,5.32E-05,1.94E-05,2.20E-05,5.51E-05,5.41E-06,2.83E-05,3.91E-05,2.58E-05,3.79E-05,0.000129882,2.90E-05,2.01E-05,4.64E-05,6.02E-05,3.10E-05,4.49E-05,6.31E-05,1.06E-05,3.23E-05,5.36E-06,3.02E-05,2.35E-05,2.22E-05,4.90E-05,8.41E-10,8.76E-10,9.12E-10,
5.01E-05,3.90E-05,5.73E-05,4.76E-05,1.88E-05,6.69E-05,2.69E-05,4.64E-05,2.35E-05,4.29E-05,7.15E-05,6.27E-06,4.64E-05,2.78E-05,3.09E-05,6.83E-05,0.000137251,2.57E-05,0.000105504,5.04E-05,4.62E-05,2.61E-05,3.05E-05,2.13E-05,2.16E-05,2.88E-05,3.15E-05,3.45E-05,3.36E-05,4.11E-05,5.14E-05,6.60E-10,8.87E-10,1.19E-09,
1.25E-05,3.47E-05,2.11E-05,1.75E-05,1.44E-05,3.65E-05,1.48E-05,1.79E-05,1.05E-05,2.64E-05,2.77E-05,6.36E-06,2.49E-05,1.97E-05,1.78E-05,3.44E-05,5.99E-05,1.09E-05,1.60E-05,1.62E-05,5.39E-05,1.65E-05,1.80E-05,9.54E-06,1.48E-05,2.05E-05,4.79E-06,1.87E-05,2.07E-05,2.28E-05,3.54E-05,1.19E-10,2.04E-10,3.50E-10,
2.18E-05,1.54E-05,1.76E-05,2.65E-05,1.20E-05,3.21E-05,1.50E-05,2.00E-05,1.54E-05,3.29E-05,1.48E-05,8.40E-06,1.52E-05,1.69E-05,2.39E-05,5.87E-05,4.25E-05,2.66E-05,2.58E-05,2.82E-05,3.67E-05,1.36E-05,1.62E-05,1.93E-05,2.52E-05,2.22E-05,1.65E-05,2.87E-05,1.76E-05,7.59E-06,1.82E-05,7.08E-10,7.63E-10,8.24E-10,
2.91E-05,2.63E-05,4.07E-05,2.74E-05,1.18E-05,3.16E-05,7.64E-06,2.63E-05,2.89E-05,2.40E-05,3.66E-05,8.23E-06,3.29E-05,2.48E-05,8.77E-06,3.65E-05,6.64E-05,4.03E-05,2.58E-05,0,2.23E-05,1.83E-05,2.01E-05,2.06E-05,1.66E-05,2.37E-05,1.30E-05,3.55E-05,1.99E-05,1.73E-05,3.01E-05,1.62E-09,1.43E-09,1.26E-09,
4.40E-05,2.16E-05,5.22E-05,1.89E-05,1.72E-05,3.33E-05,1.79E-05,5.46E-05,3.02E-05,3.32E-05,4.10E-05,5.14E-06,3.03E-05,2.71E-05,3.26E-05,4.43E-05,3.98E-05,3.60E-05,2.22E-05,1.60E-05,4.65E-05,3.72E-05,4.45E-05,2.18E-05,2.63E-05,4.58E-05,9.72E-06,1.58E-05,4.62E-05,1.55E-05,5.31E-05,1.30E-09,5.69E-10,2.50E-10,
2.27E-05,8.98E-06,1.79E-05,2.62E-05,2.67E-05,2.98E-05,2.53E-05,2.50E-05,1.14E-05,1.53E-05,2.34E-05,6.98E-06,3.99E-05,1.22E-05,2.30E-05,3.24E-05,4.20E-05,2.27E-05,1.18E-05,1.99E-05,8.01E-05,1.74E-05,2.28E-05,1.59E-05,3.54E-05,2.08E-05,1.08E-05,2.67E-05,1.96E-05,1.67E-05,1.99E-05,5.15E-10,6.06E-10,7.13E-10,
2.63E-05,2.34E-05,3.53E-05,1.64E-05,1.80E-05,4.12E-05,1.18E-05,2.96E-05,3.23E-05,2.35E-05,4.01E-05,2.68E-06,4.43E-05,3.81E-05,1.17E-05,3.38E-05,2.68E-05,3.94E-05,1.09E-05,1.61E-05,7.44E-05,2.96E-05,2.97E-05,3.03E-05,1.98E-05,3.89E-05,6.72E-06,2.13E-05,2.94E-05,1.96E-05,2.96E-05,1.55E-09,8.39E-10,4.54E-10,
1.17E-05,1.71E-05,1.34E-05,1.56E-05,1.88E-05,1.55E-05,1.16E-05,1.57E-05,2.02E-05,2.15E-05,2.14E-05,5.67E-06,4.95E-05,3.76E-05,1.60E-05,4.07E-05,1.93E-05,2.52E-05,7.58E-06,1.49E-05,0.000126201,2.32E-05,2.98E-05,3.09E-05,1.22E-05,2.98E-05,3.96E-06,2.52E-05,2.43E-05,1.62E-05,2.28E-05,6.35E-10,6.35E-10,6.35E-10,
5.07E-06,1.35E-05,1.43E-05,3.77E-05,1.53E-05,1.70E-05,1.16E-05,7.55E-06,7.37E-06,2.15E-05,5.84E-06,2.85E-06,3.64E-05,1.29E-05,1.60E-05,4.54E-05,6.09E-05,2.15E-05,6.10E-06,3.55E-05,0.000126201,2.91E-05,1.76E-05,3.09E-05,1.22E-05,1.77E-05,3.96E-06,2.37E-05,8.74E-06,1.23E-05,6.61E-06,4.62E-10,5.10E-10,5.62E-10,
2.84E-05,1.38E-05,6.31E-05,2.81E-05,1.72E-05,3.52E-05,1.98E-05,4.83E-05,2.72E-05,9.28E-05,2.08E-05,5.36E-06,8.63E-05,1.96E-05,1.52E-05,3.23E-05,7.76E-05,4.51E-05,3.63E-05,2.38E-05,4.65E-05,4.21E-05,4.39E-05,6.27E-05,1.40E-05,3.64E-05,5.67E-06,3.28E-05,2.68E-05,3.71E-05,4.52E-05,2.03E-09,1.48E-09,1.08E-09,
2.71E-05,1.41E-05,1.52E-05,2.79E-05,1.05E-05,1.87E-05,1.78E-05,2.75E-05,1.83E-05,2.10E-05,2.32E-05,1.45E-05,5.01E-05,2.25E-05,1.96E-05,4.74E-05,6.06E-05,3.05E-05,1.11E-05,2.42E-05,4.89E-05,3.09E-05,3.22E-05,4.30E-05,1.10E-05,2.29E-05,1.02E-05,8.80E-05,2.75E-05,1.73E-05,2.32E-05,9.30E-10,2.68E-09,7.74E-09,
3.97E-05,2.51E-05,4.65E-05,2.43E-05,2.77E-05,5.40E-05,2.81E-05,5.30E-05,4.08E-05,3.28E-05,2.86E-05,6.17E-06,7.55E-05,4.39E-05,3.82E-05,5.28E-05,3.99E-05,2.91E-05,2.69E-05,2.44E-05,3.93E-05,2.82E-05,3.22E-05,5.39E-05,3.99E-05,4.50E-05,2.05E-05,0.000182781,2.22E-05,1.97E-05,4.55E-05,8.47E-10,5.32E-09,3.34E-08,
3.03E-05,1.46E-05,3.30E-05,1.97E-05,1.88E-05,5.60E-05,6.17E-05,2.89E-05,3.03E-05,0.000119623,2.14E-05,1.35E-05,2.49E-05,2.99E-05,5.75E-05,5.28E-05,3.01E-05,3.88E-05,1.28E-05,1.90E-05,6.12E-05,3.91E-05,2.77E-05,8.98E-05,4.67E-05,3.61E-05,8.80E-05,0.000182781,1.41E-05,7.20E-06,8.44E-05,1.51E-09,7.09E-09,3.34E-08,
5.70E-05,1.46E-05,4.70E-05,2.49E-05,3.07E-05,5.70E-05,4.95E-05,6.07E-05,3.03E-05,0.000272821,4.93E-05,1.26E-05,2.49E-05,6.35E-05,6.02E-05,5.28E-05,2.71E-05,0.000133144,2.96E-05,2.49E-05,0.000155454,3.42E-05,4.97E-05,0.000257462,3.70E-05,6.14E-05,2.03E-05,0.000182781,6.42E-05,7.20E-06,0.000114819,1.77E-08,2.43E-08,3.34E-08,
5.93E-05,9.02E-05,7.24E-05,4.62E-05,2.93E-05,5.40E-05,2.02E-05,6.50E-05,5.17E-05,4.83E-05,5.60E-05,7.72E-06,2.49E-05,6.26E-05,2.44E-05,7.80E-05,4.53E-05,2.31E-05,3.65E-05,4.58E-05,3.58E-05,9.54E-05,8.64E-05,3.07E-05,2.17E-05,4.58E-05,3.58E-05,0.000182781,4.29E-05,3.61E-05,4.78E-05,5.34E-10,4.22E-09,3.34E-08,
3.49E-05,2.29E-05,3.54E-05,4.02E-05,2.38E-05,6.27E-05,3.52E-05,4.48E-05,3.75E-05,3.14E-05,2.88E-05,8.16E-06,3.71E-05,1.60E-05,3.30E-05,6.52E-05,3.16E-05,2.25E-05,1.74E-05,3.92E-05,4.84E-05,4.90E-05,4.16E-05,5.19E-05,2.75E-05,4.28E-05,1.56E-05,0.000182781,3.68E-05,2.04E-05,3.62E-05,5.06E-10,4.11E-09,3.34E-08,
6.87E-05,1.29E-05,7.17E-05,7.74E-05,2.24E-05,0.000126614,6.32E-05,6.67E-05,6.86E-05,0.000145853,5.54E-05,1.62E-05,8.86E-05,3.18E-05,7.59E-05,6.78E-05,5.23E-05,6.45E-05,4.22E-05,4.21E-05,0.000108282,4.87E-05,5.49E-05,0.000138155,4.94E-05,8.23E-05,6.29E-05,0.000182781,7.10E-05,4.70E-05,0.000115453,4.16E-09,1.18E-08,3.34E-08,
7.34E-05,2.68E-05,5.50E-05,6.27E-05,4.22E-05,9.66E-05,9.74E-05,6.65E-05,8.52E-05,5.24E-05,4.31E-05,1.74E-05,8.05E-05,0.000130723,9.18E-05,7.54E-05,2.62E-05,3.79E-05,5.88E-05,6.07E-05,8.12E-05,3.61E-05,3.64E-05,5.12E-05,5.17E-05,7.45E-05,0.000156429,0.000182781,3.82E-05,3.43E-05,5.41E-05,1.44E-09,6.93E-09,3.34E-08,
7.34E-05,2.68E-05,5.50E-05,0.000255039,4.22E-05,9.66E-05,9.74E-05,6.65E-05,8.52E-05,5.24E-05,4.31E-05,1.74E-05,8.05E-05,0.000130723,9.18E-05,7.54E-05,2.62E-05,3.79E-05,5.88E-05,0.000265579,8.12E-05,3.61E-05,3.64E-05,5.12E-05,5.17E-05,7.45E-05,0.000156429,0.000182781,3.82E-05,3.43E-05,5.41E-05,1.44E-09,6.93E-09,3.34E-08,
5.17E-05,0.000169898,3.56E-05,0.000133381,2.27E-05,6.18E-05,5.36E-05,6.25E-05,3.41E-05,4.49E-05,3.45E-05,9.03E-06,0.000113383,2.01E-05,5.49E-05,0.000256042,2.62E-05,3.79E-05,5.05E-05,0.000143869,3.56E-05,3.03E-05,5.21E-05,4.45E-05,3.31E-05,4.83E-05,3.66E-05,0.000161102,4.03E-05,4.19E-05,4.88E-05,1.44E-09,6.11E-09,2.60E-08,
2.68E-05,1.04E-05,5.30E-05,3.53E-05,1.91E-05,3.92E-05,2.85E-05,2.61E-05,3.25E-05,0.000136604,1.79E-05,3.49E-06,6.92E-05,5.25E-05,3.04E-05,9.98E-05,6.45E-05,0.000259285,3.04E-05,3.48E-05,2.70E-05,2.15E-05,3.20E-05,5.52E-05,1.60E-05,2.56E-05,2.30E-05,0.000517486,2.30E-05,2.59E-05,3.89E-05,6.72E-08,1.34E-07,2.68E-07,
6.98E-05,4.45E-05,6.58E-05,4.52E-05,3.43E-05,3.25E-05,2.89E-05,8.48E-05,4.32E-05,7.40E-05,8.63E-05,9.59E-06,0.000113541,0.000128382,5.94E-05,8.83E-05,6.45E-05,4.98E-05,3.05E-05,4.30E-05,0.000131132,5.11E-05,4.16E-05,5.60E-05,2.47E-05,4.87E-05,1.85E-05,0.000151449,6.15E-05,3.13E-05,6.17E-05,2.48E-09,7.54E-09,2.29E-08,
2.52E-05,4.94E-05,4.03E-05,4.33E-05,1.96E-05,7.37E-05,3.50E-05,4.46E-05,2.83E-05,6.53E-05,2.90E-05,6.66E-06,0.000108302,1.32E-05,2.81E-05,6.55E-05,4.81E-05,6.35E-05,3.75E-05,3.97E-05,7.06E-05,0.000306981,4.70E-05,0.000226293,2.29E-05,2.06E-05,5.95E-06,0.000129496,3.83E-05,2.58E-05,3.51E-05,4.03E-09,8.22E-09,1.68E-08,
3.77E-05,1.02E-05,5.77E-05,2.81E-05,2.31E-05,5.98E-05,3.65E-05,3.64E-05,4.27E-05,3.74E-05,2.59E-05,7.05E-06,3.91E-05,1.11E-05,2.55E-05,6.19E-05,4.73E-05,7.55E-05,3.54E-05,2.19E-05,6.25E-05,4.37E-05,3.10E-05,7.36E-05,2.30E-05,4.17E-05,1.21E-05,9.90E-05,2.67E-05,6.88E-05,3.73E-05,5.70E-09,7.47E-09,9.80E-09,
